GameNumber,Date,Color,Opponent,Result,Outcome,MyElo,OpponentElo,TimeControl,ECO,Opening,Termination,Site,NumPlies
5390,2025.09.12,White,Dyuga7,1-0,Win,993,963,600,C45,,KatsMeow23 won by checkmate,Chess.com,111
5391,2025.09.12,White,PfGreekGoD,0-1,Loss,699,726,180+2,C45,,PfGreekGoD won by checkmate,Chess.com,58
5392,2025.09.13,White,GorgeousVet,1-0,Win,707,683,180+2,C43,,KatsMeow23 won by checkmate,Chess.com,95
5393,2025.09.13,Black,Juan_Rod_Gue,0-1,Win,1001,965,600,B30,,KatsMeow23 won by resignation,Chess.com,54
5394,2025.09.13,White,Karonte24890,0-1,Loss,993,998,600,B44,,Karonte24890 won by resignation,Chess.com,64
5395,2025.09.13,Black,Atwine004,0-1,Win,1001,985,600,A40,,KatsMeow23 won by checkmate,Chess.com,60
5396,2025.09.13,White,lksehgal,0-1,Loss,993,1020,600,C41,,lksehgal won by resignation,Chess.com,100
5397,2025.09.13,White,ezzbee,0-1,Loss,699,712,180+2,C00,,ezzbee won on time,Chess.com,58
5398,2025.09.13,Black,zinzer2018,0-1,Win,1001,982,600,A40,,KatsMeow23 won by resignation,Chess.com,46
5399,2025.09.13,White,amirhsinqdrt,1-0,Win,1009,996,600,B06,,KatsMeow23 won by checkmate,Chess.com,25
5400,2025.09.13,Black,Glalevy,1-0,Loss,1001,1020,600,A43,,Glalevy won by resignation,Chess.com,39
5401,2025.09.13,Black,Akhakah123,1-0,Loss,993,1005,600,A00,,Akhakah123 won by resignation,Chess.com,23
5402,2025.09.13,White,MohamedKhaled16,0-1,Loss,985,999,600,C45,,MohamedKhaled16 won by checkmate,Chess.com,54
5403,2025.09.14,White,Christian4000,1-0,Win,707,674,180+2,C45,,KatsMeow23 won on time,Chess.com,39
5404,2025.09.14,Black,stakksouls,0-1,Win,716,754,180+2,B40,,KatsMeow23 won by checkmate,Chess.com,48
5405,2025.09.14,White,Push_Comes_To_Shove,0-1,Loss,977,1003,600,B10,,Push_Comes_To_Shove won by checkmate,Chess.com,68
5406,2025.09.14,Black,neferkoki,1/2-1/2,Draw,977,997,600,B40,,Game drawn by insufficient material,Chess.com,116
5407,2025.09.14,Black,MrTifo,0-1,Win,985,962,600,B30,,KatsMeow23 won by checkmate,Chess.com,80
5408,2025.09.14,White,BigBrain420blazeit,1-0,Win,993,991,600,B10,,KatsMeow23 won by checkmate,Chess.com,55
5409,2025.09.14,Black,arjuvik2,0-1,Win,1001,968,600,B40,,KatsMeow23 won by checkmate,Chess.com,60
5410,2025.09.14,White,mostafaameenbelal,0-1,Loss,993,1023,600,C47,,mostafaameenbelal won by checkmate,Chess.com,50
5411,2025.09.14,Black,Fathor035,0-1,Win,1001,976,600,B28,,KatsMeow23 won by resignation,Chess.com,48
5412,2025.09.14,White,Fathor035,1-0,Win,1008,969,600,B01,,KatsMeow23 won by checkmate,Chess.com,25
5413,2025.09.14,Black,Fathor035,1-0,Loss,999,978,600,B23,,Fathor035 won by checkmate,Chess.com,77
5414,2025.09.15,White,Shivamyadav98525,1-0,Win,1006,969,600,C45,,KatsMeow23 won by checkmate,Chess.com,61
5415,2025.09.15,Black,verd13038,1-0,Loss,998,1019,600,B21,,verd13038 won by checkmate,Chess.com,45
5416,2025.09.15,White,Saeedkarkash123,1-0,Win,1006,1010,600,D04,,KatsMeow23 won - game abandoned,Chess.com,95
5417,2025.09.15,Black,Saeedkarkash123,1-0,Loss,998,1018,600,B20,,Saeedkarkash123 won on time,Chess.com,99
5418,2025.09.15,White,Trento10,1/2-1/2,Draw,998,999,600,A40,,Game drawn by repetition,Chess.com,66
5419,2025.09.16,Black,therealdedalus,0-1,Win,1006,983,600,A40,,KatsMeow23 won by resignation,Chess.com,40
5420,2025.09.16,White,Aximander,0-1,Loss,998,1016,600,D02,,Aximander won by checkmate,Chess.com,108
5421,2025.09.16,Black,beanorak,1-0,Loss,990,1019,600,B40,,beanorak won by resignation,Chess.com,51
5422,2025.09.16,White,PrachayamMogliBuddhapriy,0-1,Loss,982,992,600,D02,,PrachayamMogliBuddhapriy won on time,Chess.com,74
5423,2025.09.16,Black,asfrowieydhw245,0-1,Win,723,660,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,82
5424,2025.08.26,White,alcovski,0-1,Loss,922,792,1/259200,A03,,alcovski won by resignation,Chess.com,90
5425,2025.09.17,White,j0kaim,0-1,Loss,715,735,180+2,D00,,j0kaim won on time,Chess.com,84
5426,2025.09.17,Black,5412X471,1-0,Loss,707,715,180+2,B40,,5412X471 won by resignation,Chess.com,59
5427,2025.09.18,Black,JajaSriLAA,1-0,Loss,974,992,600,B20,,JajaSriLAA won by resignation,Chess.com,61
5428,2025.09.18,White,dawoimindaapple,0-1,Loss,966,972,600,B00,,dawoimindaapple won on time,Chess.com,116
5429,2025.09.18,White,malayali_from_Indiaa,1-0,Win,974,948,600,C41,,KatsMeow23 won by checkmate,Chess.com,41
5430,2025.09.18,White,jesahai,1-0,Win,982,986,600,D02,,KatsMeow23 won by resignation,Chess.com,43
5431,2025.09.18,Black,Fkafam7,1-0,Loss,974,1000,600,B28,,Fkafam7 won by resignation,Chess.com,85
5432,2025.09.18,White,jua26,0-1,Loss,966,986,600,D02,,jua26 won on time,Chess.com,114
5433,2025.09.19,White,TopOffender,1-0,Win,974,966,600,C45,,KatsMeow23 won by checkmate,Chess.com,69
5434,2025.09.19,Black,Goesss0,1-0,Loss,966,961,600,B40,,Goesss0 won by checkmate,Chess.com,45
5435,2025.09.19,Black,dev3031,1-0,Loss,958,966,600,B40,,dev3031 won on time,Chess.com,95
5436,2025.09.19,Black,Mak0918,0-1,Win,966,935,600,B28,,KatsMeow23 won by checkmate,Chess.com,72
5437,2025.09.19,White,Orelft,1-0,Win,974,966,600,B10,,KatsMeow23 won by resignation,Chess.com,31
5438,2025.09.19,Black,rjgo,0-1,Win,982,958,600,A40,,KatsMeow23 won - game abandoned,Chess.com,36
5439,2025.09.19,Black,Meow133,1-0,Loss,699,713,180+2,B40,,Meow133 won on time,Chess.com,61
5440,2025.09.20,White,moynuss,0-1,Loss,974,989,600,C02,,moynuss won by checkmate,Chess.com,52
5441,2025.09.20,Black,Itz_Jaiii,0-1,Win,982,960,600,A40,,KatsMeow23 won by checkmate,Chess.com,56
5442,2025.09.20,White,Zelger98,0-1,Loss,974,972,600,B07,,Zelger98 won on time,Chess.com,92
5443,2025.09.20,White,fasalu123,1-0,Win,982,960,600,C45,,KatsMeow23 won by checkmate,Chess.com,49
5444,2025.09.20,Black,suhcudhjd,1-0,Loss,974,992,600,C00,,suhcudhjd won by checkmate,Chess.com,83
5445,2025.09.20,Black,Abdul2606,1-0,Loss,966,980,600,B28,,Abdul2606 won by resignation,Chess.com,19
5446,2025.09.20,White,sreejithcr,0-1,Loss,958,964,600,C45,,sreejithcr won by checkmate,Chess.com,136
5447,2025.09.21,White,StrategicMasterpiece,0-1,Loss,692,743,180+2,B36,,StrategicMasterpiece won on time,Chess.com,52
5448,2025.09.21,Black,Cocuzza081,1-0,Loss,683,681,180+2,B28,,Cocuzza081 won by checkmate,Chess.com,41
5449,2025.09.22,White,Huriya_moon,0-1,Loss,675,689,180+2,A46,,Huriya_moon won on time,Chess.com,70
5450,2025.09.22,Black,urantian,0-1,Win,683,654,180+2,B21,,KatsMeow23 won by checkmate,Chess.com,80
5451,2025.09.23,White,ijust2raw,1-0,Win,691,685,180+2,C41,,KatsMeow23 won by checkmate,Chess.com,35
5452,2025.09.23,Black,BlackKnightRonin,1-0,Loss,685,773,180+2,D23,,BlackKnightRonin won on time,Chess.com,69
5453,2025.09.23,White,Dylan_Dougharty,1-0,Win,692,637,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,63
5454,2025.09.24,Black,HazemNasr24,1-0,Loss,684,718,180+2,B20,,HazemNasr24 won by checkmate,Chess.com,41
5455,2025.09.24,Black,Daramjiya,0-1,Win,693,701,180+2,B28,,KatsMeow23 won by resignation,Chess.com,18
5456,2025.09.24,Black,yuge-chessticles,1-0,Loss,685,702,180+2,B20,,yuge-chessticles won by checkmate,Chess.com,43
5457,2025.09.24,White,m07ammed4929,0-1,Loss,677,694,180+2,C45,,m07ammed4929 won on time,Chess.com,80
5458,2025.09.24,White,downthetown,0-1,Loss,669,694,180+2,B10,,downthetown won on time,Chess.com,54
5459,2025.09.24,White,Harshalbezawada1,0-1,Loss,662,701,180+2,C00,,Harshalbezawada1 won on time,Chess.com,40
5460,2025.09.25,Black,LilyRoseV,1-0,Loss,654,667,180+2,A43,,LilyRoseV won on time,Chess.com,41
5461,2025.09.25,Black,ElKONTOLODON,1-0,Loss,648,730,180+2,B28,,ElKONTOLODON won on time,Chess.com,39
5462,2025.09.25,White,Jacobismynamie,1-0,Win,966,944,600,A40,,KatsMeow23 won by resignation,Chess.com,103
5463,2025.09.25,Black,silviopsi,0-1,Win,974,971,600,B28,,KatsMeow23 won by checkmate,Chess.com,74
5464,2025.09.26,White,Anmarco428,0-1,Loss,966,985,600,A40,,Anmarco428 won on time,Chess.com,80
5465,2025.09.26,Black,bfanaee,1-0,Loss,958,980,600,A00,,bfanaee won on time,Chess.com,109
5466,2025.09.27,White,Kalyfernandez,1-0,Win,966,947,600,C00,,KatsMeow23 won - game abandoned,Chess.com,27
5467,2025.09.27,White,12345Peter678,1-0,Win,974,947,600,D02,,KatsMeow23 won by checkmate,Chess.com,59
5468,2025.09.27,White,SadPeterburg,1-0,Win,982,980,600,D02,,KatsMeow23 won by checkmate,Chess.com,93
5469,2025.09.27,Black,Nguyen-Huy-Tung,1-0,Loss,974,981,600,B28,,Nguyen-Huy-Tung won by resignation,Chess.com,64
5470,2025.09.27,White,A0000000A0000000A,0-1,Loss,966,964,600,C45,,A0000000A0000000A won by checkmate,Chess.com,58
5471,2025.09.27,Black,AhmadJXR,0-1,Win,974,940,600,A43,,KatsMeow23 won by checkmate,Chess.com,44
5472,2025.09.28,White,vaccarini,0-1,Loss,966,961,600,B10,,vaccarini won on time,Chess.com,68
5473,2025.09.28,Black,blubicak,1-0,Loss,958,960,600,A43,,blubicak won by resignation,Chess.com,77
5474,2025.09.29,Black,Amnon101,0-1,Win,657,684,180+2,A01,,KatsMeow23 won on time,Chess.com,98
5475,2025.09.29,Black,jeremis123,1-0,Loss,648,635,180+2,B21,,jeremis123 won by checkmate,Chess.com,53
5476,2025.09.29,White,Ruac1314,0-1,Loss,639,619,180+2,B06,,Ruac1314 won on time,Chess.com,58
5477,2025.09.29,Black,Benjanuva,0-1,Win,645,535,180+2,A43,,KatsMeow23 won by resignation,Chess.com,18
5478,2025.09.29,White,Beufram,0-1,Loss,637,674,180+2,D02,,Beufram won on time,Chess.com,58
5479,2025.09.29,Black,Oussama_kyrie,0-1,Win,966,962,600,A43,,KatsMeow23 won by resignation,Chess.com,52
5480,2025.09.29,White,gio_bumen,1-0,Win,974,952,600,A04,,KatsMeow23 won by checkmate,Chess.com,31
5481,2025.09.30,Black,eduardoroncoleta,0-1,Win,982,976,600,B20,,KatsMeow23 won by resignation,Chess.com,64
5482,2025.09.30,Black,shona_21,1-0,Loss,973,968,600,A40,,shona_21 won by checkmate,Chess.com,63
5483,2025.09.30,White,flamtastic,0-1,Loss,965,989,600,B01,,flamtastic won on time,Chess.com,78
5484,2025.09.30,White,UgurChessPlayer,1-0,Win,645,605,180+2,B42,,KatsMeow23 won on time,Chess.com,27
5485,2025.09.30,White,Mohamed_Ali_FRADJ,1-0,Win,652,592,180+2,C41,,KatsMeow23 won by checkmate,Chess.com,49
5486,2025.09.30,Black,tomkekkekekekekke,1-0,Loss,644,688,180+2,A43,,tomkekkekekekekke won by checkmate,Chess.com,59
5487,2025.10.01,Black,zxc00191,1-0,Loss,957,993,600,B28,,zxc00191 won by checkmate,Chess.com,69
5488,2025.10.01,White,JackWalker255,0-1,Loss,949,979,600,C41,,JackWalker255 won by checkmate,Chess.com,82
5489,2025.10.03,Black,Huzy12345,1-0,Loss,941,960,600,B20,,Huzy12345 won by resignation,Chess.com,93
5490,2025.10.03,White,2dmb2play,1-0,Win,949,915,600,D02,,KatsMeow23 won by checkmate,Chess.com,45
5491,2025.10.03,White,riyan10dec,1-0,Win,957,949,600,D02,,KatsMeow23 won by resignation,Chess.com,52
5492,2025.10.03,Black,ctrl_Z_of_chess,0-1,Win,653,658,180+2,B28,,KatsMeow23 won by resignation,Chess.com,110
5493,2025.10.04,Black,ThalaRaj6447,1-0,Loss,949,950,600,A40,,ThalaRaj6447 won on time,Chess.com,87
5494,2025.10.04,White,Neno04,1-0,Win,661,630,180+2,C02,,KatsMeow23 won by checkmate,Chess.com,85
5495,2025.10.04,Black,JuankoGm,0-1,Win,957,939,600,B40,,KatsMeow23 won by checkmate,Chess.com,46
5496,2025.10.05,White,proofeture,0-1,Loss,653,668,180+2,B30,,proofeture won by checkmate,Chess.com,78
5497,2025.10.05,Black,DKingDKnight,1-0,Loss,645,641,180+2,A43,,DKingDKnight won on time,Chess.com,47
5498,2025.10.05,Black,Annapapst,0-1,Win,965,964,600,D02,,KatsMeow23 won by checkmate,Chess.com,38
5499,2025.10.05,White,Alx938,1-0,Win,653,648,180+2,B12,,KatsMeow23 won on time,Chess.com,51
5500,2025.09.29,Black,eddys0907,0-1,Win,935,843,1/259200,B00,,KatsMeow23 won by checkmate,Chess.com,92
5501,2025.10.06,Black,rjan21,1-0,Loss,645,666,180+2,A00,,rjan21 won by checkmate,Chess.com,61
5502,2025.10.06,White,cleavon12,1-0,Win,973,963,600,B01,,KatsMeow23 won - game abandoned,Chess.com,37
5503,2025.10.06,White,quiambaorodel28,1-0,Win,981,954,600,D02,,KatsMeow23 won by checkmate,Chess.com,55
5504,2025.10.06,Black,deshmukhutkarsh,1-0,Loss,638,681,180+2,B40,,deshmukhutkarsh won on time,Chess.com,37
5505,2025.10.06,White,Edbrand,1-0,Win,646,632,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,71
5506,2025.10.06,White,EdenCutie1,0-1,Loss,639,711,180+2,C45,,EdenCutie1 won by checkmate,Chess.com,134
5507,2025.09.17,White,carlsonjames53,1-0,Win,959,1102,1/259200,D00,,KatsMeow23 won by checkmate,Chess.com,75
5508,2025.10.06,Black,crcrceg,0-1,Win,989,977,600,A00,,KatsMeow23 won by checkmate,Chess.com,90
5509,2025.10.07,White,maheshhhh111,1-0,Win,997,966,600,C00,,KatsMeow23 won - game abandoned,Chess.com,39
5510,2025.10.07,White,Noel-1412,0-1,Loss,989,987,600,D04,,Noel-1412 won by checkmate,Chess.com,72
5511,2025.10.07,Black,SOVIT_LIMBU,0-1,Win,996,960,600,B28,,KatsMeow23 won by resignation,Chess.com,38
5512,2025.10.07,Black,ccccceeeeelllllll,0-1,Win,1003,967,600,A43,,KatsMeow23 won by checkmate,Chess.com,56
5513,2025.10.07,White,CarzyyCoCCY,1-0,Win,1011,1016,600,B01,,KatsMeow23 won by checkmate,Chess.com,87
5514,2025.10.08,White,Vidur54,0-1,Loss,1003,1014,600,A40,,Vidur54 won on time,Chess.com,80
5515,2025.10.08,Black,D-wave229,0-1,Win,1011,982,600,B30,,KatsMeow23 won by checkmate,Chess.com,56
5516,2025.10.08,Black,MaxiNishikino,1-0,Loss,630,604,180+2,B28,,MaxiNishikino won on time,Chess.com,59
5517,2025.10.02,Black,leightonlbs,0-1,Win,978,1036,1/259200,A01,,KatsMeow23 won by resignation,Chess.com,84
5518,2025.10.08,White,GoldPheasant,1-0,Win,1019,1003,600,A48,,KatsMeow23 won by resignation,Chess.com,35
5519,2025.10.08,Black,Lalmidhun,0-1,Win,1027,990,600,A00,,KatsMeow23 won by checkmate,Chess.com,60
5520,2025.10.09,White,Keith-Much,0-1,Loss,622,650,180+2,B86,,Keith-Much won on time,Chess.com,40
5521,2025.10.09,Black,Noobdst01,1/2-1/2,Draw,622,606,180+2,B28,,Game drawn by stalemate,Chess.com,137
5522,2025.10.09,White,Hayopppp,0-1,Loss,613,598,180+2,D02,,Hayopppp won on time,Chess.com,82
5523,2025.10.10,Black,Suhaibbanuri,1-0,Loss,606,649,180+2,B20,,Suhaibbanuri won by resignation,Chess.com,37
5524,2025.10.10,Black,anooke,1-0,Loss,598,603,180+2,B20,,anooke won on time,Chess.com,59
5525,2025.10.10,Black,Black_Drico,1-0,Loss,590,596,180+2,B20,,Black_Drico won by resignation,Chess.com,33
5526,2025.10.10,White,Sakyamuny,0-1,Loss,583,627,180+2,C40,,Sakyamuny won on time,Chess.com,64
5527,2025.10.11,White,MiuMiyuu,0-1,Loss,575,572,180+2,A48,,MiuMiyuu won on time,Chess.com,76
5528,2025.10.11,Black,keklemenos,1-0,Loss,568,645,180+2,A43,,keklemenos won on time,Chess.com,47
5529,2025.10.11,Black,josephwarren96,0-1,Win,576,549,180+2,B28,,KatsMeow23 won by resignation,Chess.com,90
5530,2025.10.11,White,manmanmanmanmanmanmane,1-0,Win,584,574,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,31
5531,2025.10.11,White,virzak,0-1,Loss,576,598,180+2,C45,,virzak won on time,Chess.com,66
5532,2025.10.11,Black,7afeed_El_Jox,1-0,Loss,566,500,180+2,B28,,7afeed_El_Jox won on time,Chess.com,49
5533,2025.10.06,White,xristos_petrides,0-1,Loss,963,991,1/259200,C45,,xristos_petrides won by resignation,Chess.com,42
5534,2025.10.11,Black,rniteshm,0-1,Win,574,574,180+2,A00,,KatsMeow23 won by checkmate,Chess.com,58
5535,2025.10.11,White,aardvark05,1-0,Win,582,572,180+2,B07,,KatsMeow23 won by checkmate,Chess.com,23
5536,2025.10.11,White,uhateme99,0-1,Loss,575,644,180+2,C45,,uhateme99 won by checkmate,Chess.com,122
5537,2025.10.11,Black,matttvr,0-1,Win,582,541,180+2,A40,,KatsMeow23 won by resignation,Chess.com,30
5538,2025.10.11,Black,GnatyukRuslan,0-1,Win,590,590,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,72
5539,2025.10.11,White,Tristan-Samuel,1-0,Win,597,550,180+2,A03,,KatsMeow23 won on time,Chess.com,53
5540,2025.10.11,White,latriff,0-1,Loss,591,677,180+2,C40,,latriff won on time,Chess.com,50
5541,2025.10.11,White,Perapisardrugi,1-0,Win,599,604,180+2,D02,,KatsMeow23 won by resignation,Chess.com,34
5542,2025.10.11,Black,mohammadkarimipanah,0-1,Win,607,608,180+2,A43,,KatsMeow23 won by resignation,Chess.com,36
5543,2025.10.11,Black,MURIMl,1/2-1/2,Draw,607,601,180+2,A43,,Game drawn by insufficient material,Chess.com,130
5544,2025.10.11,White,ermak_chess,0-1,Loss,599,623,180+2,B10,,ermak_chess won on time,Chess.com,58
5545,2025.10.11,White,highwalk,0-1,Loss,591,608,180+2,C02,,highwalk won on time,Chess.com,64
5546,2025.10.12,White,cuackdj,0-1,Loss,583,593,180+2,C45,,cuackdj won by resignation,Chess.com,68
5547,2025.10.12,Black,elountimate,0-1,Win,590,529,180+2,B40,,KatsMeow23 won by checkmate,Chess.com,106
5548,2025.10.12,Black,MitchellHufalar,0-1,Win,598,563,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,60
5549,2025.10.12,White,anupwaiba,1-0,Win,605,557,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,35
5550,2025.10.12,Black,Kyadotexe,1-0,Loss,597,615,180+2,B30,,Kyadotexe won on time,Chess.com,57
5551,2025.10.12,White,thegranpez,1-0,Win,605,596,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,63
5552,2025.10.12,Black,sit1-1-1,0-1,Win,613,578,180+2,B28,,KatsMeow23 won by resignation,Chess.com,40
5553,2025.10.12,White,Filipe1905,0-1,Loss,605,612,180+2,D02,,Filipe1905 won on time,Chess.com,56
5554,2025.10.12,Black,DrJoseEduardo,1-0,Loss,597,599,180+2,B20,,DrJoseEduardo won on time,Chess.com,69
5555,2025.10.12,Black,onlyniks,1-0,Loss,1019,1041,600,A45,,onlyniks won by resignation,Chess.com,57
5556,2025.10.12,White,DonLandgeron,0-1,Loss,589,596,180+2,B12,,DonLandgeron won on time,Chess.com,66
5557,2025.10.12,Black,anmzovitsch,1-0,Loss,581,612,180+2,B20,,anmzovitsch won on time,Chess.com,47
5558,2025.10.12,White,Magooste,1-0,Win,1027,1031,600,D02,,KatsMeow23 won on time,Chess.com,91
5559,2025.10.13,Black,Lacyaf,0-1,Win,1035,1008,600,B28,,KatsMeow23 won by resignation,Chess.com,68
5560,2025.10.13,White,Lacyaf,0-1,Loss,1026,1017,600,B00,,Lacyaf won by resignation,Chess.com,66
5561,2025.10.13,Black,LuisDemetrio,1-0,Loss,574,649,180+2,B21,,LuisDemetrio won on time,Chess.com,63
5562,2025.10.13,Black,igunanizi,1-0,Loss,567,606,180+2,B20,,igunanizi won on time,Chess.com,51
5563,2025.10.14,Black,nutm3gakasaka,1-0,Loss,559,570,180+2,B28,,nutm3gakasaka won on time,Chess.com,35
5564,2025.10.14,White,satya6146,1-0,Win,1034,1028,600,C45,,KatsMeow23 won by resignation,Chess.com,37
5565,2025.10.15,White,dp617,1-0,Win,1042,1021,600,D00,,KatsMeow23 won - game abandoned,Chess.com,39
5566,2025.10.15,Black,HeyE418,1-0,Loss,1034,1047,600,B23,,HeyE418 won by resignation,Chess.com,37
5567,2025.10.16,White,Andr3aZ,0-1,Loss,553,655,180+2,C45,,Andr3aZ won on time,Chess.com,112
5568,2025.10.16,Black,SVSolberg,1-0,Loss,547,630,180+2,B30,,SVSolberg won on time,Chess.com,57
5569,2025.10.16,White,oatesnick,0-1,Loss,539,539,180+2,B10,,oatesnick won on time,Chess.com,48
5570,2025.10.16,White,jfedz911,0-1,Loss,1026,1050,600,A45,,jfedz911 won by resignation,Chess.com,70
5571,2025.10.17,Black,guitars2005,1-0,Loss,531,565,180+2,B28,,guitars2005 won on time,Chess.com,63
5572,2025.10.17,White,SardorXiva,0-1,Loss,524,564,180+2,A40,,SardorXiva won on time,Chess.com,138
5573,2025.10.17,White,qutaibanassan,1-0,Win,532,532,180+2,D02,,KatsMeow23 won on time,Chess.com,49
5574,2025.10.17,Black,malizeljicaa,0-1,Win,539,502,180+2,B28,,KatsMeow23 won on time,Chess.com,70
5575,2025.10.17,Black,arockers,1-0,Loss,530,514,180+2,B28,,arockers won on time,Chess.com,53
5576,2025.10.18,White,muhyusuf31301,1-0,Win,538,513,180+2,D02,,KatsMeow23 won by resignation,Chess.com,25
5577,2025.10.18,Black,LolIdkChessDamn,1-0,Loss,529,497,180+2,B40,,LolIdkChessDamn won on time,Chess.com,45
5578,2025.10.18,White,missawmail,0-1,Loss,1019,1055,600,A40,,missawmail won by checkmate,Chess.com,60
5579,2025.10.19,Black,DANGGOLL,1-0,Loss,520,515,180+2,B40,,DANGGOLL won on time,Chess.com,41
5580,2025.10.19,White,darrel2612,0-1,Loss,513,564,180+2,D02,,darrel2612 won on time,Chess.com,82
5581,2025.10.19,Black,Kooognd,0-1,Win,520,484,180+2,A00,,KatsMeow23 won - game abandoned,Chess.com,8
5582,2025.10.19,White,Reymsorongan,1-0,Win,528,517,180+2,B40,,KatsMeow23 won on time,Chess.com,51
5583,2025.10.19,White,tonygrey17,0-1,Loss,520,520,180+2,D02,,tonygrey17 won on time,Chess.com,48
5584,2025.10.19,White,ZaynetdinovIV,0-1,Loss,512,512,180+2,B33,,ZaynetdinovIV won on time,Chess.com,34
5585,2025.10.19,Black,AllChess-NoLegs,0-1,Win,1028,1033,600,B28,,KatsMeow23 won by resignation,Chess.com,66
5586,2025.10.19,Black,NuvaisMulakkal,1-0,Loss,1020,1027,600,B20,,NuvaisMulakkal won on time,Chess.com,93
5587,2025.10.19,Black,ChessKingloljk,1/2-1/2,Draw,1020,1031,600,A43,,Game drawn by insufficient material,Chess.com,118
5588,2025.10.19,White,slalommiedzytyczkami,1-0,Win,520,520,180+2,D02,,KatsMeow23 won on time,Chess.com,35
5589,2025.10.19,Black,Resdew,0-1,Win,528,517,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,48
5590,2025.10.21,Black,Rohan12012,1-0,Loss,520,527,180+2,A40,,Rohan12012 won on time,Chess.com,91
5591,2025.10.21,White,KudaKonyoL,1-0,Win,528,525,180+2,B10,,KatsMeow23 won by resignation,Chess.com,87
5592,2025.10.21,Black,Kam0teQ,1-0,Loss,521,576,180+2,A40,,Kam0teQ won on time,Chess.com,63
5593,2025.10.22,White,Martinomartino,0-1,Loss,514,585,180+2,D00,,Martinomartino won by checkmate,Chess.com,100
5594,2025.10.22,Black,p4kwa1,1-0,Loss,506,519,180+2,B28,,p4kwa1 won on time,Chess.com,53
5595,2025.10.24,Black,TiamatBuild,0-1,Win,513,477,180+2,C00,,KatsMeow23 won - game abandoned,Chess.com,28
5596,2025.10.24,White,Apalmer311,0-1,Loss,506,572,180+2,B06,,Apalmer311 won on time,Chess.com,70
5597,2025.10.25,Black,eoinrussell,0-1,Win,514,500,180+2,B21,,KatsMeow23 won by resignation,Chess.com,48
5598,2025.10.25,Black,masterjeeban,0-1,Win,522,495,180+2,A00,,KatsMeow23 won on time,Chess.com,60
5599,2025.10.25,White,Sebast721,1-0,Win,530,531,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,43
5600,2025.10.25,White,MsFiz,0-1,Loss,521,503,180+2,B30,,MsFiz won on time,Chess.com,64
5601,2025.10.25,White,lolomenfin,0-1,Loss,513,533,180+2,B01,,lolomenfin won by resignation,Chess.com,42
5602,2025.10.15,Black,eddys0907,1-0,Loss,943,876,1/259200,B07,,eddys0907 won by resignation,Chess.com,75
5603,2025.10.26,Black,Brodiee08,1-0,Loss,505,537,180+2,A43,,Brodiee08 won on time,Chess.com,61
5604,2025.10.28,Black,Rakka7,0-1,Win,513,500,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,62
5605,2025.10.28,White,EW4NK0BA,0-1,Loss,505,533,180+2,A40,,EW4NK0BA won on time,Chess.com,56
5606,2025.10.28,Black,KingPrawn767,0-1,Win,513,491,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,64
5607,2025.10.28,White,Su_Perdiakou,1-0,Win,521,497,180+2,C45,,KatsMeow23 won by resignation,Chess.com,17
5608,2025.10.28,White,SimonKirsch1,1-0,Win,526,387,180+2,B01,,KatsMeow23 won on time,Chess.com,33
5609,2025.10.31,Black,Kritaphat51,1-0,Loss,518,552,180+2,A43,,Kritaphat51 won on time,Chess.com,49
5610,2025.10.31,White,DrSuasage,0-1,Loss,508,431,180+2,C45,,DrSuasage won on time,Chess.com,54
5611,2025.10.31,Black,abhishekk_11,1-0,Loss,500,545,180+2,B40,,abhishekk_11 won by checkmate,Chess.com,31
5612,2025.10.31,White,Siddhant3112,0-1,Loss,492,521,180+2,D05,,Siddhant3112 won on time,Chess.com,48
5613,2025.10.31,Black,croutonjohnson,0-1,Win,1029,1035,600,B28,,KatsMeow23 won by checkmate,Chess.com,20
5614,2025.10.31,Black,newbeemedia,0-1,Win,1037,1032,600,A01,,KatsMeow23 won by resignation,Chess.com,40
5615,2025.10.31,White,malachicox333,1-0,Win,1045,1049,600,D02,,KatsMeow23 won by resignation,Chess.com,59
5616,2025.11.01,Black,799ijh,1-0,Loss,1037,1067,600,A00,,799ijh won by checkmate,Chess.com,85
5617,2025.11.01,White,Barigamb738,0-1,Loss,1029,1037,600,C45,,Barigamb738 won by resignation,Chess.com,62
5618,2025.11.01,White,Sole_1445,0-1,Loss,484,503,180+2,B01,,Sole_1445 won on time,Chess.com,46
5619,2025.11.01,White,rahulsh94,0-1,Loss,476,488,180+2,C42,,rahulsh94 won on time,Chess.com,42
5620,2025.11.01,Black,danieloIII,0-1,Win,484,463,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,62
