GameNumber,Date,Color,Opponent,Result,Outcome,MyElo,OpponentElo,TimeControl,ECO,Opening,Termination,Site,NumPlies,TimeCategory
6091,2026.01.29,Black,Tamammn,1-0,Loss,567,607,180+2,A43,,Tamammn won by checkmate,Chess.com,55,Blitz
6092,2026.01.29,White,Tamammn,0-1,Loss,560,614,180+2,C40,,Tamammn won on time,Chess.com,46,Blitz
6093,2026.01.30,White,meatmask,0-1,Loss,552,574,180+2,B01,,meatmask won by checkmate,Chess.com,54,Blitz
6094,2026.01.30,Black,wehoopha,1-0,Loss,543,535,180+2,B20,,wehoopha won by checkmate,Chess.com,101,Blitz
6095,2026.01.30,White,Amyru44,1-0,Win,551,549,180+2,C47,,KatsMeow23 won by resignation,Chess.com,19,Blitz
6096,2026.01.30,Black,Janbolat006,1-0,Loss,542,517,180+2,B28,,Janbolat006 won by checkmate,Chess.com,47,Blitz
6097,2026.01.30,White,cami102198,0-1,Loss,535,607,180+2,B10,,cami102198 won on time,Chess.com,42,Blitz
6098,2026.01.31,Black,cosporof,1-0,Loss,527,560,180+2,A43,,cosporof won on time,Chess.com,55,Blitz
6099,2026.01.31,Black,huykhoi93711,1-0,Loss,519,530,180+2,B30,,huykhoi93711 won on time,Chess.com,47,Blitz
6100,2026.01.31,White,donnyyy777,1-0,Win,932,917,600,B01,,KatsMeow23 won by checkmate,Chess.com,67,Rapid
6101,2026.01.31,Black,Ashwin02A,0-1,Win,940,906,600,A00,,KatsMeow23 won on time,Chess.com,80,Rapid
6102,2026.01.31,Black,MoshGrei,1-0,Loss,512,549,180+2,B20,,MoshGrei won by resignation,Chess.com,89,Blitz
6103,2026.01.31,White,jiffylube1,0-1,Loss,504,532,180+2,D02,,jiffylube1 won by checkmate,Chess.com,48,Blitz
6104,2026.01.31,White,karlsruhereroeffnung,0-1,Loss,494,444,180+2,D02,,karlsruhereroeffnung won on time,Chess.com,82,Blitz
6105,2026.02.02,Black,dhobart,0-1,Win,502,505,180+2,B29,,KatsMeow23 won by checkmate,Chess.com,80,Blitz
6106,2026.02.02,Black,akhmadjonov034,0-1,Win,510,510,180+2,B28,,KatsMeow23 won by resignation,Chess.com,30,Blitz
6107,2026.02.02,White,MF_Addbot,0-1,Loss,502,531,180+2,C45,,MF_Addbot won on time,Chess.com,114,Blitz
6108,2026.02.02,White,cain5209,0-1,Loss,492,445,180+2,C41,,cain5209 won by checkmate,Chess.com,74,Blitz
6109,2026.02.04,Black,Chris7141,0-1,Win,500,494,180+2,B30,,KatsMeow23 won - game abandoned,Chess.com,30,Blitz
6110,2026.02.04,White,JMFB,1-0,Win,509,554,180+2,C45,,KatsMeow23 won by resignation,Chess.com,7,Blitz
6111,2026.02.04,Black,NoBuenoPlayer,0-1,Win,519,589,180+2,B22,,KatsMeow23 won by resignation,Chess.com,22,Blitz
6112,2026.02.04,White,melfo2,1-0,Win,527,523,180+2,B01,,KatsMeow23 won on time,Chess.com,59,Blitz
6113,2026.02.04,Black,Timmin8r,1-0,Loss,519,556,180+2,A43,,Timmin8r won on time,Chess.com,65,Blitz
6114,2026.02.04,White,mrsplinter1000,0-1,Loss,511,544,180+2,C41,,mrsplinter1000 won on time,Chess.com,64,Blitz
6115,2026.02.05,White,NishChief1,1-0,Win,519,511,180+2,C40,,KatsMeow23 won by checkmate,Chess.com,119,Blitz
6116,2026.02.05,Black,Hsbsgswjdbdbwsj,0-1,Win,527,532,180+2,B28,,KatsMeow23 won by resignation,Chess.com,31,Blitz
6117,2026.02.05,White,dawsonderwelt,1-0,Win,535,519,180+2,C02,,KatsMeow23 won by resignation,Chess.com,63,Blitz
6118,2026.02.05,White,Isroil_24,1-0,Win,543,544,180+2,C41,,KatsMeow23 won by resignation,Chess.com,61,Blitz
6119,2026.02.05,White,coblv,1-0,Win,552,557,180+2,B10,,KatsMeow23 won by checkmate,Chess.com,105,Blitz
6120,2026.02.05,Black,Sillerlr1,1-0,Loss,544,560,180+2,B00,,Sillerlr1 won on time,Chess.com,49,Blitz
6121,2026.02.06,White,Bakker35,1-0,Win,552,541,180+2,C00,,KatsMeow23 won by checkmate,Chess.com,69,Blitz
6122,2026.02.06,White,rav1809,0-1,Loss,544,570,180+2,C45,,rav1809 won on time,Chess.com,48,Blitz
6123,2026.02.06,Black,Ingridplayer2,1-0,Loss,536,532,180+2,A43,,Ingridplayer2 won on time,Chess.com,51,Blitz
6124,2026.02.06,Black,uchralbold,1-0,Loss,527,523,180+2,A43,,uchralbold won on time,Chess.com,69,Blitz
6125,2026.02.06,Black,slava3521v2,1/2-1/2,Draw,527,544,180+2,B28,,Game drawn by stalemate,Chess.com,98,Blitz
6126,2026.02.07,Black,EldiKd,1-0,Loss,519,527,180+2,A43,,EldiKd won by checkmate,Chess.com,81,Blitz
6127,2026.02.07,White,singlehotdad,1-0,Win,527,520,180+2,B10,,KatsMeow23 won by resignation,Chess.com,47,Blitz
6128,2026.02.07,Black,Musculus_IV,0-1,Win,535,514,180+2,A43,,KatsMeow23 won on time,Chess.com,40,Blitz
6129,2026.02.07,White,AhmedAlhammadi2,0-1,Loss,527,535,180+2,C45,,AhmedAlhammadi2 won on time,Chess.com,54,Blitz
6130,2026.02.07,Black,Cifu74,1-0,Loss,519,544,180+2,A43,,Cifu74 won by checkmate,Chess.com,37,Blitz
6131,2026.02.07,Black,ChessD_TCom,1-0,Loss,511,540,180+2,B28,,ChessD_TCom won on time,Chess.com,57,Blitz
6132,2026.02.07,Black,Agent47777777,0-1,Win,517,410,180+2,A00,,KatsMeow23 won - game abandoned,Chess.com,44,Blitz
6133,2026.02.07,White,AINC9,1-0,Win,525,514,180+2,C45,,KatsMeow23 won by resignation,Chess.com,29,Blitz
6134,2026.02.07,White,Yildirim_Neil,0-1,Loss,517,552,180+2,C41,,Yildirim_Neil won by checkmate,Chess.com,34,Blitz
6135,2026.02.08,Black,nitzor,0-1,Win,523,413,180+2,A43,,KatsMeow23 won on time,Chess.com,60,Blitz
6136,2026.02.08,White,Bekhzods,1-0,Win,531,526,180+2,B01,,KatsMeow23 won - game abandoned,Chess.com,9,Blitz
6137,2026.02.08,Black,Tazzaaaazz,1-0,Loss,523,543,180+2,B30,,Tazzaaaazz won by checkmate,Chess.com,45,Blitz
6138,2026.02.08,White,Changuay,1-0,Win,531,511,180+2,C45,,KatsMeow23 won by resignation,Chess.com,57,Blitz
6139,2026.02.08,Black,sanscette,0-1,Win,539,520,180+2,B40,,KatsMeow23 won by checkmate,Chess.com,30,Blitz
6140,2026.02.08,White,consiq,1-0,Win,547,539,180+2,B06,,KatsMeow23 won by resignation,Chess.com,22,Blitz
6141,2026.02.08,White,scm2738,0-1,Loss,539,571,180+2,C02,,scm2738 won on time,Chess.com,52,Blitz
6142,2026.02.09,Black,3lim7d,1-0,Loss,531,564,180+2,B20,,3lim7d won on time,Chess.com,89,Blitz
6143,2026.02.09,Black,zombieturtles987,1-0,Loss,523,551,180+2,B30,,zombieturtles987 won by resignation,Chess.com,26,Blitz
6144,2026.02.09,White,appdesigner,1-0,Win,532,536,180+2,C02,,KatsMeow23 won by resignation,Chess.com,39,Blitz
6145,2026.02.09,Black,juliewins,1-0,Loss,524,559,180+2,A40,,juliewins won on time,Chess.com,79,Blitz
6146,2026.02.09,Black,bleeddry,0-1,Win,532,499,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,82,Blitz
6147,2026.02.09,White,po_gorby_dime,0-1,Loss,524,561,180+2,C02,,po_gorby_dime won on time,Chess.com,34,Blitz
6148,2026.02.09,White,ugurkendir,1-0,Win,531,445,180+2,B12,,KatsMeow23 won by resignation,Chess.com,29,Blitz
6149,2026.02.09,White,Sspamed,1-0,Win,538,498,180+2,C47,,KatsMeow23 won by checkmate,Chess.com,103,Blitz
6150,2026.02.09,Black,DannyDeTr,1-0,Loss,531,570,180+2,B28,,DannyDeTr won on time,Chess.com,73,Blitz
6151,2026.02.09,White,SHIWA07,1-0,Win,540,546,180+2,B00,,KatsMeow23 won by resignation,Chess.com,29,Blitz
6152,2026.02.09,Black,da5ven,1-0,Loss,532,550,180+2,A34,,da5ven won on time,Chess.com,39,Blitz
6153,2026.02.09,White,ayberkipek,0-1,Loss,525,583,180+2,D02,,ayberkipek won on time,Chess.com,44,Blitz
6154,2026.02.09,Black,petavadze,0-1,Win,531,449,180+2,B30,,KatsMeow23 won on time,Chess.com,52,Blitz
6155,2026.02.09,White,zooooooovcvvv,1-0,Win,539,516,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,69,Blitz
6156,2026.02.09,Black,penguinking2013,0-1,Win,547,532,180+2,B00,,KatsMeow23 won by resignation,Chess.com,38,Blitz
6157,2026.02.09,Black,BONE_KING,0-1,Win,555,543,180+2,B20,,KatsMeow23 won by resignation,Chess.com,44,Blitz
6158,2026.02.09,White,rasidingombong,0-1,Loss,547,567,180+2,B01,,rasidingombong won on time,Chess.com,70,Blitz
6159,2026.02.09,White,dieguitox777,1-0,Win,553,460,180+2,C41,,KatsMeow23 won by checkmate,Chess.com,33,Blitz
6160,2026.02.09,Black,webeldan,0-1,Win,561,562,180+2,A40,,KatsMeow23 won on time,Chess.com,48,Blitz
6161,2026.02.09,White,dimbip,1-0,Win,569,547,180+2,C45,,KatsMeow23 won by resignation,Chess.com,57,Blitz
6162,2026.02.09,Black,James10000l,0-1,Win,578,595,180+2,A43,,KatsMeow23 won on time,Chess.com,82,Blitz
6163,2026.02.09,Black,elinordrue,1-0,Loss,571,608,180+2,B20,,elinordrue won on time,Chess.com,85,Blitz
6164,2026.02.09,White,tamilajith09,0-1,Loss,563,570,180+2,C45,,tamilajith09 won by checkmate,Chess.com,74,Blitz
6165,2026.02.10,White,Sebast721,1-0,Win,571,559,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,57,Blitz
6166,2026.02.10,Black,TomRules60,0-1,Win,579,560,180+2,B28,,KatsMeow23 won on time,Chess.com,60,Blitz
6167,2026.02.11,Black,parth04773,0-1,Win,586,528,180+2,B20,,KatsMeow23 won on time,Chess.com,86,Blitz
6168,2026.02.11,Black,hsd2172,0-1,Win,595,621,180+2,B20,,KatsMeow23 won on time,Chess.com,46,Blitz
6169,2026.02.11,White,hsd2172,0-1,Loss,588,628,180+2,C45,,hsd2172 won by checkmate,Chess.com,32,Blitz
6170,2026.02.11,White,MetaDerp,1-0,Win,596,600,180+2,B01,,KatsMeow23 won on time,Chess.com,47,Blitz
6171,2026.02.12,White,supervg3,1-0,Win,604,586,180+2,C45,,KatsMeow23 won by resignation,Chess.com,41,Blitz
6172,2026.02.12,Black,Yury_Belevich,1-0,Loss,597,675,180+2,A43,,Yury_Belevich won on time,Chess.com,65,Blitz
6173,2026.02.13,White,AdriHTC,0-1,Loss,588,541,180+2,B51,,AdriHTC won by resignation,Chess.com,46,Blitz
6174,2026.02.13,Black,Eddy3k,0-1,Win,597,607,180+2,A60,,KatsMeow23 won by resignation,Chess.com,24,Blitz
6175,2026.02.13,Black,noobplayer2104,1-0,Loss,590,655,180+2,B40,,noobplayer2104 won on time,Chess.com,61,Blitz
6176,2026.02.13,Black,PrestonSoulamany,1/2-1/2,Draw,590,581,180+2,B20,,Game drawn by 50-move rule,Chess.com,235,Blitz
6177,2026.02.13,White,Matthew_H5,1-0,Win,598,575,180+2,B08,,KatsMeow23 won by checkmate,Chess.com,33,Blitz
6178,2026.02.13,Black,Tryningus,0-1,Win,606,568,180+2,B20,,KatsMeow23 won on time,Chess.com,54,Blitz
6179,2026.02.13,White,Totally_Kimchi,1-0,Win,613,568,180+2,C44,,KatsMeow23 won by checkmate,Chess.com,115,Blitz
6180,2026.02.13,White,vishal_1245,1-0,Win,621,598,180+2,B01,,KatsMeow23 won - game abandoned,Chess.com,39,Blitz
6181,2026.02.13,White,Daankee,1-0,Win,628,586,180+2,C62,,KatsMeow23 won - game abandoned,Chess.com,33,Blitz
6182,2026.02.13,Black,notBisCutYT,1-0,Loss,620,651,180+2,B40,,notBisCutYT won on time,Chess.com,57,Blitz
6183,2026.02.13,White,BlacKnight_11,0-1,Loss,612,629,180+2,C45,,BlacKnight_11 won by resignation,Chess.com,102,Blitz
6184,2026.02.14,Black,oehmsam,1-0,Loss,604,630,180+2,A01,,oehmsam won by checkmate,Chess.com,89,Blitz
6185,2026.02.14,Black,Daniel1991S,0-1,Win,612,600,180+2,A43,,KatsMeow23 won on time,Chess.com,82,Blitz
6186,2026.02.15,Black,jackrabi2,1-0,Loss,606,706,180+2,B40,,jackrabi2 won on time,Chess.com,57,Blitz
6187,2026.02.15,Black,keyboardsoup1,0-1,Win,614,611,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,50,Blitz
6188,2026.02.15,White,Robivt123,1-0,Win,622,622,180+2,C45,,KatsMeow23 won by resignation,Chess.com,18,Blitz
6189,2026.02.15,White,JSempervirens,0-1,Loss,615,674,180+2,C43,,JSempervirens won on time,Chess.com,50,Blitz
6190,2026.02.15,White,Kune007,0-1,Loss,607,605,180+2,B10,,Kune007 won by resignation,Chess.com,78,Blitz
6191,2026.02.15,Black,topraaaakkk,1-0,Loss,599,619,180+2,B20,,topraaaakkk won by resignation,Chess.com,58,Blitz
6192,2026.02.15,Black,Deagle2511,1-0,Loss,592,659,180+2,A00,,Deagle2511 won by checkmate,Chess.com,69,Blitz
6193,2026.02.16,White,Ramy_Monaz3,0-1,Loss,584,608,180+2,A41,,Ramy_Monaz3 won on time,Chess.com,90,Blitz
6194,2026.02.16,Black,Himenessi,1-0,Loss,576,587,180+2,B20,,Himenessi won on time,Chess.com,61,Blitz
6195,2026.02.16,White,jakubbi,0-1,Loss,568,571,180+2,C41,,jakubbi won on time,Chess.com,74,Blitz
6196,2026.02.16,White,DaveDabutcha,1-0,Win,576,578,180+2,B30,,KatsMeow23 won on time,Chess.com,65,Blitz
6197,2026.02.16,Black,jerremaiah,0-1,Win,586,636,180+2,B20,,KatsMeow23 won by checkmate,Chess.com,32,Blitz
6198,2026.02.16,White,jerremaiah,1-0,Win,595,627,180+2,B00,,KatsMeow23 won by resignation,Chess.com,59,Blitz
6199,2026.02.17,White,wengelhardt,0-1,Loss,587,621,180+2,D02,,wengelhardt won on time,Chess.com,56,Blitz
6200,2026.02.17,Black,Grandmastah_420,1/2-1/2,Draw,586,544,180+2,B30,,Game drawn by stalemate,Chess.com,137,Blitz
6201,2026.02.17,Black,JakeBas,1-0,Loss,579,624,180+2,B40,,JakeBas won on time,Chess.com,57,Blitz
6202,2026.02.17,White,Jackol16,1-0,Win,589,659,180+2,B50,,KatsMeow23 won by resignation,Chess.com,65,Blitz
6203,2026.02.17,White,sonoerus,1-0,Win,595,512,180+2,B12,,KatsMeow23 won on time,Chess.com,51,Blitz
6204,2026.02.17,Black,ymroh,1-0,Loss,587,603,180+2,B40,,ymroh won by resignation,Chess.com,67,Blitz
6205,2026.02.17,Black,Anniarr,1/2-1/2,Draw,587,583,180+2,B21,,Game drawn by insufficient material,Chess.com,122,Blitz
6206,2026.02.17,White,TeethPaste420,0-1,Loss,579,578,180+2,B12,,TeethPaste420 won on time,Chess.com,50,Blitz
6207,2026.02.17,Black,geom12,0-1,Win,587,579,180+2,B28,,KatsMeow23 won on time,Chess.com,42,Blitz
6208,2026.02.18,Black,Marioalvarez-music,1-0,Loss,580,621,180+2,B28,,Marioalvarez-music won by resignation,Chess.com,85,Blitz
6209,2026.02.18,White,jmlaw1,0-1,Loss,572,590,180+2,B01,,jmlaw1 won on time,Chess.com,52,Blitz
6210,2026.02.18,White,ganzgt,0-1,Loss,564,585,180+2,A45,,ganzgt won on time,Chess.com,46,Blitz
6211,2026.02.18,White,kanudo77,1-0,Win,571,531,180+2,C41,,KatsMeow23 won by checkmate,Chess.com,61,Blitz
6212,2026.02.18,Black,cwats01,1-0,Loss,563,598,180+2,A43,,cwats01 won on time,Chess.com,39,Blitz
6213,2026.02.18,Black,dirtysince1986,0-1,Win,948,924,600,B20,,KatsMeow23 won - game abandoned,Chess.com,22,Rapid
6214,2026.02.18,White,icaruss_08,0-1,Loss,940,964,600,A48,,icaruss_08 won by resignation,Chess.com,68,Rapid
6215,2026.02.18,Black,o_vegano,1-0,Loss,933,970,600,A43,,o_vegano won on time,Chess.com,81,Rapid
6216,2026.02.18,White,MUPZI,1-0,Win,941,942,600,B01,,KatsMeow23 won by resignation,Chess.com,57,Rapid
6217,2026.02.18,Black,chicharong,1-0,Loss,933,958,600,B40,,chicharong won on time,Chess.com,89,Rapid
6218,2026.02.18,White,Jajar42,1-0,Win,571,546,180+2,C45,,KatsMeow23 won on time,Chess.com,61,Blitz
6219,2026.02.18,White,Nick-A1994,0-1,Loss,562,556,180+2,C40,,Nick-A1994 won - game abandoned,Chess.com,22,Blitz
6220,2026.02.19,Black,mjjorge,0-1,Win,941,917,600,A34,,KatsMeow23 won by resignation,Chess.com,64,Rapid
6221,2026.02.19,White,BadW0lf23,0-1,Loss,933,959,600,B10,,BadW0lf23 won on time,Chess.com,90,Rapid
6222,2026.02.19,Black,SouthStan123,1-0,Loss,554,580,180+2,B43,,SouthStan123 won on time,Chess.com,63,Blitz
6223,2026.02.19,Black,emalikesmusic,1-0,Loss,545,511,180+2,B28,,emalikesmusic won on time,Chess.com,53,Blitz
6224,2026.02.20,Black,6rnw8,0-1,Win,941,931,600,B30,,KatsMeow23 won on time,Chess.com,60,Rapid
6225,2026.02.20,White,amat_021,1-0,Win,949,929,600,C47,,KatsMeow23 won by resignation,Chess.com,115,Rapid
6226,2026.02.20,White,MNAblog,1-0,Win,957,957,600,B33,,KatsMeow23 won by resignation,Chess.com,58,Rapid
6227,2026.02.20,Black,lilolln,1-0,Loss,949,958,600,B28,,lilolln won by checkmate,Chess.com,63,Rapid
6228,2026.02.20,White,RobotVorobey,0-1,Loss,537,549,180+2,C47,,RobotVorobey won on time,Chess.com,52,Blitz
6229,2026.02.20,Black,Chugotaku,0-1,Win,545,524,180+2,A46,,KatsMeow23 won on time,Chess.com,74,Blitz
6230,2026.02.20,White,youwin101,1-0,Win,553,548,180+2,B12,,KatsMeow23 won by resignation,Chess.com,33,Blitz
6231,2026.02.20,Black,Aligz3,0-1,Win,561,564,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,30,Blitz
6232,2026.02.21,White,braveone1960,1-0,Win,568,530,180+2,B01,,KatsMeow23 won by checkmate,Chess.com,41,Blitz
6233,2026.02.21,White,omall1,1-0,Win,575,534,180+2,B08,,KatsMeow23 won - game abandoned,Chess.com,31,Blitz
6234,2026.02.21,Black,davehargbarg,1-0,Loss,567,604,180+2,A43,,davehargbarg won on time,Chess.com,71,Blitz
6235,2026.02.21,Black,arisiiiii,1-0,Loss,560,615,180+2,B28,,arisiiiii won on time,Chess.com,67,Blitz
6236,2026.02.21,White,Jonicqoo,1-0,Win,568,550,180+2,B12,,KatsMeow23 won by checkmate,Chess.com,163,Blitz
6237,2026.02.21,White,MdeBouss,1-0,Win,575,537,180+2,B12,,KatsMeow23 won - game abandoned,Chess.com,43,Blitz
6238,2026.02.21,Black,Vitimiti,1-0,Loss,567,599,180+2,B30,,Vitimiti won on time,Chess.com,49,Blitz
6239,2026.02.21,Black,ryoku10,1-0,Loss,941,964,600,B28,,ryoku10 won by resignation,Chess.com,76,Rapid
6240,2026.02.21,White,Grimboo,1-0,Win,575,578,180+2,B08,,KatsMeow23 won by resignation,Chess.com,57,Blitz
6241,2026.02.21,White,Renal15,0-1,Loss,567,579,180+2,C42,,Renal15 won on time,Chess.com,96,Blitz
6242,2026.02.21,Black,chiranjibmondal,0-1,Win,575,558,180+2,B40,,KatsMeow23 won on time,Chess.com,60,Blitz
6243,2026.02.21,White,waveymcgravey,1-0,Win,583,571,180+2,C47,,KatsMeow23 won by resignation,Chess.com,49,Blitz
6244,2026.02.22,Black,DarronTimeTrotter,0-1,Win,593,640,180+2,A40,,KatsMeow23 won on time,Chess.com,46,Blitz
6245,2026.02.22,White,monneeet,1-0,Win,601,584,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,77,Blitz
6246,2026.02.22,Black,Coccolino9,0-1,Win,609,575,180+2,A43,,KatsMeow23 won on time,Chess.com,38,Blitz
6247,2026.02.22,Black,PavelVAbramov,1-0,Loss,601,633,180+2,B23,,PavelVAbramov won on time,Chess.com,57,Blitz
6248,2026.02.22,Black,Louis_30510,1-0,Loss,594,638,180+2,A43,,Louis_30510 won by checkmate,Chess.com,69,Blitz
6249,2026.02.22,White,ArulSubramani,1-0,Win,602,599,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,53,Blitz
6250,2026.02.22,White,isjaedeby,1-0,Win,609,568,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,45,Blitz
6251,2026.02.22,Black,felixcalvo65,0-1,Win,949,943,600,B20,,KatsMeow23 won by checkmate,Chess.com,74,Rapid
6252,2026.02.22,White,Halachew,1-0,Win,957,921,600,D02,,KatsMeow23 won by checkmate,Chess.com,65,Rapid
6253,2026.02.22,White,aspect5165,1-0,Win,965,948,600,D00,,KatsMeow23 won by checkmate,Chess.com,65,Rapid
6254,2026.02.22,Black,Nagah1998,1-0,Loss,957,956,600,A40,,Nagah1998 won on time,Chess.com,115,Rapid
6255,2026.02.22,White,suribist,1-0,Win,965,966,600,B00,,KatsMeow23 won by checkmate,Chess.com,45,Rapid
6256,2026.02.22,Black,babco1693,0-1,Win,973,943,600,B30,,KatsMeow23 won by resignation,Chess.com,88,Rapid
6257,2026.02.23,Black,lordDamaskus001,1/2-1/2,Draw,973,964,600,B23,,Game drawn by timeout vs insufficient material,Chess.com,177,Rapid
6258,2026.02.23,Black,geovannemicelle,0-1,Win,981,960,600,A43,,KatsMeow23 won - game abandoned,Chess.com,42,Rapid
6259,2026.02.23,White,Zeuba,1/2-1/2,Draw,981,961,600,D02,,Game drawn by stalemate,Chess.com,147,Rapid
6260,2026.02.23,Black,rDraulic,1-0,Loss,973,996,600,A02,,rDraulic won by resignation,Chess.com,89,Rapid
6261,2026.02.23,White,Aleksandrovich82,0-1,Loss,965,997,600,B01,,Aleksandrovich82 won on time,Chess.com,94,Rapid
6262,2026.02.23,White,FrancescoDenaro,0-1,Loss,601,634,180+2,C01,,FrancescoDenaro won by checkmate,Chess.com,60,Blitz
6263,2026.02.24,Black,Abdulloh4461,0-1,Win,611,674,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,58,Blitz
6264,2026.02.24,Black,Povarenok25,1-0,Loss,603,628,180+2,B40,,Povarenok25 won on time,Chess.com,41,Blitz
6265,2026.02.24,White,arteliss,0-1,Loss,595,604,180+2,A43,,arteliss won on time,Chess.com,46,Blitz
6266,2026.02.24,White,baldheadbill,1-0,Win,973,935,600,B10,,KatsMeow23 won by resignation,Chess.com,93,Rapid
6267,2026.02.24,Black,LBNSAOPAULO,1-0,Loss,965,997,600,A43,,LBNSAOPAULO won by resignation,Chess.com,57,Rapid
6268,2026.02.24,White,majdsalahmad,1-0,Win,973,966,600,C45,,KatsMeow23 won by resignation,Chess.com,104,Rapid
6269,2026.02.24,White,Leon_Cuautle_1996,1-0,Win,981,963,600,C40,,KatsMeow23 won by checkmate,Chess.com,17,Rapid
6270,2026.02.24,Black,benserra,0-1,Win,989,985,600,B28,,KatsMeow23 won by checkmate,Chess.com,70,Rapid
6271,2026.02.24,Black,man6382,1-0,Loss,981,1011,600,B28,,man6382 won on time,Chess.com,73,Rapid
6272,2026.02.24,Black,2374bird,1-0,Loss,973,970,600,B20,,2374bird won by resignation,Chess.com,75,Rapid
6273,2026.02.24,White,MeteoritYT,1-0,Win,603,559,180+2,B30,,KatsMeow23 won - game abandoned,Chess.com,29,Blitz
6274,2026.02.24,White,NicolasFAlvarez,1-0,Win,611,614,180+2,C45,,KatsMeow23 won by resignation,Chess.com,23,Blitz
6275,2026.02.25,White,One_xitO,1-0,Win,619,608,180+2,B07,,KatsMeow23 won by resignation,Chess.com,39,Blitz
6276,2026.02.25,Black,kahfic,1-0,Loss,611,647,180+2,B20,,kahfic won on time,Chess.com,69,Blitz
6277,2026.02.25,White,pogums,0-1,Loss,603,630,180+2,A04,,pogums won by checkmate,Chess.com,72,Blitz
6278,2026.02.25,White,GodDiaoCP,0-1,Loss,595,627,180+2,C45,,GodDiaoCP won by resignation,Chess.com,42,Blitz
6279,2026.02.25,Black,atersigni,1-0,Loss,588,650,180+2,B23,,atersigni won on time,Chess.com,55,Blitz
6280,2026.02.25,Black,BONE_KING,0-1,Win,596,585,180+2,B20,,KatsMeow23 won by resignation,Chess.com,15,Blitz
6281,2026.02.25,Black,yayaya45,1-0,Loss,588,614,180+2,A40,,yayaya45 won on time,Chess.com,47,Blitz
6282,2026.02.25,White,AkbarRizkiAA,0-1,Loss,580,609,180+2,B08,,AkbarRizkiAA won by checkmate,Chess.com,64,Blitz
6283,2026.02.26,White,Anonymous10100101,0-1,Loss,572,568,180+2,C41,,Anonymous10100101 won by checkmate,Chess.com,98,Blitz
6284,2026.02.26,Black,suhas81,1-0,Loss,965,960,600,C00,,suhas81 won by checkmate,Chess.com,113,Rapid
6285,2026.02.26,Black,Ch3ssPl2y3r,1-0,Loss,957,985,600,B30,,Ch3ssPl2y3r won by resignation,Chess.com,57,Rapid
6286,2026.02.26,White,marufansari,1-0,Win,966,972,600,A40,,KatsMeow23 won by resignation,Chess.com,85,Rapid
6287,2026.02.26,Black,lolAtharva,1-0,Loss,564,576,180+2,B30,,lolAtharva won on time,Chess.com,53,Blitz
6288,2026.02.26,White,Qxj7,0-1,Loss,958,973,600,A41,,Qxj7 won by resignation,Chess.com,112,Rapid
6289,2026.02.26,White,moeid14,0-1,Loss,556,572,180+2,C02,,moeid14 won on time,Chess.com,86,Blitz
6290,2026.02.26,Black,Adamdavidwalker,1-0,Loss,548,554,180+2,B40,,Adamdavidwalker won on time,Chess.com,53,Blitz
6291,2026.02.26,White,ProgressMaharjan,0-1,Loss,540,575,180+2,B10,,ProgressMaharjan won by checkmate,Chess.com,68,Blitz
6292,2026.02.27,Black,adamciacelli,0-1,Win,548,543,180+2,B21,,KatsMeow23 won by resignation,Chess.com,28,Blitz
6293,2026.02.27,White,CThom173,0-1,Loss,539,495,180+2,D00,,CThom173 won by checkmate,Chess.com,68,Blitz
6294,2026.02.27,White,Two_IPhone,0-1,Loss,530,510,180+2,C45,,Two_IPhone won on time,Chess.com,54,Blitz
6295,2026.02.27,Black,kyeongbook,0-1,Win,538,532,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,20,Blitz
6296,2026.02.27,Black,ManiUtd7,0-1,Win,546,536,180+2,B30,,KatsMeow23 won on time,Chess.com,50,Blitz
6297,2026.02.27,White,Jackdypro,1-0,Win,966,950,600,D02,,KatsMeow23 won by resignation,Chess.com,66,Rapid
6298,2026.02.27,Black,Mhunz-Gambit,0-1,Win,974,943,600,B28,,KatsMeow23 won by checkmate,Chess.com,86,Rapid
6299,2026.02.27,White,Ajax992,1-0,Win,982,982,600,C41,,KatsMeow23 won by checkmate,Chess.com,49,Rapid
6300,2026.02.27,Black,facucolombo,0-1,Win,989,953,600,B20,,KatsMeow23 won by resignation,Chess.com,80,Rapid
6301,2026.02.27,Black,SilverMike,0-1,Win,997,994,600,B21,,KatsMeow23 won by resignation,Chess.com,54,Rapid
6302,2026.02.27,Black,KR_YOU,0-1,Win,1004,967,600,B40,,KatsMeow23 won by resignation,Chess.com,62,Rapid
6303,2026.02.27,White,BuddyTheWebDog,1-0,Win,1012,985,600,C45,,KatsMeow23 won by resignation,Chess.com,35,Rapid
6304,2026.02.27,White,M_R_Dharun,1-0,Win,1021,1025,600,C40,,KatsMeow23 won by checkmate,Chess.com,57,Rapid
6305,2026.02.27,White,redfernangel,0-1,Loss,1013,1040,600,C45,,redfernangel won by resignation,Chess.com,44,Rapid
